33608,0,137,243
33608,0,227,2
33608,0,396,204
33608,0,430,1
33608,0,434,33
33608,0,499,5
33608,0,541,3
33608,0,570,123
33608,0,588,118
33608,0,590,20
33608,0,643,139
33608,0,655,245
33608,0,703,326
33608,0,740,9
33608,0,803,6
33608,0,804,177
33608,0,809,146
33608,0,832,431
33608,0,840,52
33608,0,849,598
33608,0,853,30
33608,0,856,102
33608,0,904,51
33608,0,924,15
33608,0,961,98
33608,0,989,10
33608,0,993,42
33608,0,1000,15
33608,0,1003,1
33608,0,1030,461
33608,0,1041,12
33608,0,1073,12
33608,0,1110,1
33608,0,1130,24
33608,0,1180,270
33608,0,1189,3
33608,0,1197,66
33608,1,49,37
33608,1,396,199
33608,1,423,116
33608,1,434,378
33608,1,447,2
33608,1,473,120
33608,1,499,352
33608,1,563,49
33608,1,570,17
33608,1,588,171
33608,1,590,523
33608,1,620,3
33608,1,655,361
33608,1,683,28
33608,1,703,750
33608,1,707,1
33608,1,740,153
33608,1,904,283
33608,1,923,10
33608,1,961,20
33608,2,41,11
33608,2,84,2
33608,2,396,537
33608,2,423,70
33608,2,434,458
33608,2,473,64
33608,2,499,17
33608,2,541,3
33608,2,560,101
33608,2,563,2
33608,2,570,570
33608,2,588,6
33608,2,590,32
33608,2,683,4
33608,2,703,105
33608,2,740,31
33608,2,832,27
33608,3,194,2
33608,3,219,5
33608,3,227,390
33608,3,231,299
33608,3,252,215
33608,3,261,28
33608,3,322,466
33608,3,328,121
33608,3,350,227
33608,3,359,56
33608,3,367,101
33608,3,989,23
33608,3,993,159
33608,3,1000,2
33608,3,1011,2
33608,3,1030,319
33608,3,1041,106
33608,3,1044,20
33608,3,1051,569
33608,3,1056,708
33608,3,1060,69
33608,3,1064,2
33608,3,1073,360
33608,3,1082,21
33608,3,1087,209
33608,3,1089,21
33608,3,1096,561
33608,3,1097,26
33608,3,1109,351
33608,3,1110,3
33608,3,1152,275
33608,3,1158,13
33608,3,1159,44
33608,3,1172,105
33608,4,9,140
33608,4,20,10
33608,4,137,221
33608,4,227,14
33608,4,252,97
33608,4,322,2
33608,4,345,46
33608,4,359,20
33608,4,367,36
33608,4,560,96
33608,4,570,7
33608,4,643,505
33608,4,803,13
33608,4,804,236
33608,4,809,12
33608,4,993,84
33608,4,1009,3
33608,4,1030,169
33608,4,1041,119
33608,5,9,102
33608,5,20,3
33608,5,175,27
33608,5,219,1
33608,5,261,5
33608,5,345,10
33608,5,367,5
33608,5,434,237
33608,5,849,110
33608,5,853,47
33608,5,920,5
33608,5,924,29
33608,5,961,82
33608,5,993,4
33608,5,1000,2
33608,5,1011,3
33608,5,1030,158
33608,5,1041,83
33608,5,1180,57
33608,6,9,474
33608,6,175,29
33608,6,231,288
33608,6,264,126
33608,6,325,552
33608,6,345,8
33608,6,904,22
33608,6,923,312
33608,6,962,16
33608,6,989,9
33608,6,993,543
33608,6,1184,117
33608,7,49,1
33608,7,175,16
33608,7,261,23
33608,7,359,235
33608,7,647,3
33608,7,655,34
33608,7,703,101
33608,7,740,263
33608,7,809,377
33608,7,1197,42
33608,8,49,28
33608,8,137,51
33608,8,142,186
33608,8,423,12
33608,8,1087,8
33608,8,1152,21
33608,9,236,1
33608,9,264,7
33608,9,325,329
33608,9,345,15
33608,9,350,7
33608,9,359,117
33608,9,367,36
33608,9,1011,2
33608,9,1109,34
33608,9,1130,5
33608,9,1152,21
33608,9,1172,1
33608,9,1180,63
33608,9,1184,214
33608,10,49,18
33608,10,137,245
33608,10,261,44
33608,10,703,273
33608,10,1041,499
33608,11,588,12
33608,11,590,20
33608,11,804,42
33608,11,899,1527
33608,11,904,292
33608,11,920,27
33608,11,923,66
33608,11,924,34
33608,11,961,149
33608,11,962,389
33608,11,1184,1103
33608,11,1187,4
33608,12,137,123
33608,12,434,6
33608,12,437,1
33608,12,655,207
33608,12,703,115
33608,12,809,124
33608,12,840,7
33608,12,849,172
33608,13,9,30
33608,13,264,107
33608,13,328,23
33608,13,367,258
33608,13,499,1
33608,13,570,3
33608,13,643,5
33608,13,703,44
33608,13,767,270
33608,13,804,21
33608,13,849,42
33608,13,993,32
33608,13,1000,29
33608,13,1051,64
33608,13,1060,11
33608,13,1082,11
33608,13,1087,36
33608,13,1096,49
33608,13,1109,66
33608,13,1180,1
33608,13,1197,61
33608,14,434,61
33608,14,560,27
33608,14,570,410
33608,14,588,46
33608,14,655,194
33608,14,683,2
33608,14,767,84
33608,14,790,5
33608,14,804,239
33608,14,856,335
33608,15,261,36
33608,15,264,562
33608,15,328,1
33608,15,367,200
33608,15,923,9
33608,16,9,5
33608,16,219,1
33608,16,227,18
33608,16,322,19
33608,16,328,121
33608,16,367,22
33608,16,541,16
33608,16,840,1
33608,16,904,9
33608,16,1044,97
33608,16,1096,252
33608,16,1187,2
33608,17,9,102
33608,17,175,7
33608,17,264,74
33608,17,322,3
33608,17,350,6
33608,17,367,14
33608,17,804,9
33608,17,832,140
33608,17,849,20
33608,17,856,104
33608,17,993,16
33608,17,1073,36
33608,17,1082,9
33608,17,1096,18
33608,17,1184,238
33608,18,264,15
33608,18,302,1
33608,18,345,1
33608,18,703,13
33608,18,740,54
33608,18,1044,144
33608,18,1051,200
33608,18,1073,65
33608,18,1082,46
33608,18,1087,560
33608,18,1089,1
33608,18,1096,9
33608,18,1109,129
33608,18,1110,1
33608,18,1152,86
33608,18,1158,239
33608,18,1159,1
33608,18,1172,4
33608,19,473,215
33608,19,541,64
33608,19,560,21
33608,19,655,20
33608,19,803,3
33848,0,26,19
33848,0,29,136
33848,0,58,15
33848,0,95,271
33848,0,119,55
33848,0,149,15
33848,0,162,205
33848,0,165,11
33848,0,380,75
33848,0,390,33
33848,0,418,166
33848,0,421,17
33848,0,433,403
33848,0,453,178
33848,0,467,37
33848,0,480,1
33848,0,508,393
33848,0,536,2
33848,0,549,21
33848,0,564,8
33848,0,593,7
33848,0,595,2
33848,0,598,315
33848,0,743,9
33848,0,775,4
33848,0,819,393
33848,0,821,1
33848,0,828,3
33848,0,829,762
33848,0,833,224
33848,0,837,2
33848,0,864,57
33848,0,871,616
33848,0,915,100
33848,0,1013,181
33848,0,1021,15
33848,0,1022,206
33848,0,1023,53
33848,0,1192,59
33848,1,29,20
33848,1,390,10
33848,1,397,188
33848,1,417,16
33848,1,418,80
33848,1,421,88
33848,1,433,533
33848,1,453,37
33848,1,467,21
33848,1,478,93
33848,1,480,16
33848,1,505,153
33848,1,508,42
33848,1,530,163
33848,1,566,222
33848,1,573,3
33848,1,577,263
33848,1,580,2
33848,1,594,10
