40915,M,14974
40915,MM,14902
40915,F,1147766
40916,V,0
40916,M,12480
40916,MM,17740
40916,F,1144928
40917,V,0
40917,M,9883
40917,MM,20171
40917,F,1142497
40918,V,0
40918,M,7406
40918,MM,24510
40918,F,1138158
40919,V,0
40919,M,5110
40919,MM,26997
40919,F,1135671
40920,V,5110
40920,M,0
40920,MM,27724
40920,F,1134944
40921,V,5110
40921,M,0
40921,MM,29734
40921,F,1132934
40922,V,5110
40922,M,0
40922,MM,31760
40922,F,1130908
40923,V,5110
40923,M,0
40923,MM,34549
40923,F,1128119
40924,V,5110
40924,M,0
40924,MM,36135
40924,F,1126533
40925,V,5110
40925,M,0
40925,MM,38990
40925,F,1123678
40926,V,5110
40926,M,0
40926,MM,40783
40926,F,1121885
40927,V,0
40927,M,45311
40927,MM,582
40927,F,1121885
40928,V,0
40928,M,42772
40928,MM,582
40928,F,1121885
40929,V,0
40929,M,40235
40929,MM,582
40929,F,1121885
40930,V,0
40930,M,37695
40930,MM,582
40930,F,1121885
40931,V,0
40931,M,35216
40931,MM,582
40931,F,1121885
40932,V,0
40932,M,32768
40932,MM,582
40932,F,1121885
40933,V,0
40933,M,30227
40933,MM,2459
40933,F,1153939
40934,V,0
40934,M,27658
40934,MM,4682
40934,F,1151716
40935,V,0
40935,M,25159
40935,MM,5457
40935,F,1150941
40936,V,0
40936,M,22540
40936,MM,7704
40936,F,1148694
40937,V,0
40937,M,19952
40937,MM,9447
40937,F,1146951
40938,V,0
40938,M,17453
40938,MM,10662
40938,F,1145736
40939,V,0
40939,M,14944
40939,MM,12591
40939,F,1143807
40940,V,0
40940,M,12443
40940,MM,15191
40940,F,1141207
40941,V,0
40941,M,9899
40941,MM,17357
40941,F,1139041
40942,V,0
40942,M,7418
40942,MM,18466
40942,F,1137932
40943,V,0
40943,M,5078
40943,MM,19582
40943,F,1136816
40944,V,5078
40944,M,0
40944,MM,21541
40944,F,1134857
40945,V,5078
40945,M,0
40945,MM,23342
40945,F,1133056
40946,V,5078
40946,M,0
40946,MM,24828
40946,F,1131570
40947,V,5078
40947,M,0
40947,MM,27770
40947,F,1128628
40948,V,5078
40948,M,0
40948,MM,30783
40948,F,1125615
40949,V,5078
40949,M,0
40949,MM,34190
40949,F,1122208
40950,V,5078
40950,M,0
40950,MM,35974
40950,F,1120424
40951,V,0
40951,M,41052
40951,MM,0
40951,F,1120424
40952,V,0
40952,M,38735
40952,MM,0
40952,F,1120424
40953,V,0
40953,M,36472
40953,MM,0
40953,F,1120424
40954,V,0
40954,M,34151
40954,MM,0
40954,F,1120424
40955,V,0
40955,M,31812
40955,MM,0
40955,F,1120424
40956,V,0
40956,M,29512
40956,MM,0
40956,F,1120424
40957,V,0
40957,M,27242
40957,MM,737
40957,F,1149364
40958,V,0
40958,M,25058
40958,MM,3563
40958,F,1146538
40959,V,0
40959,M,22742
40959,MM,6619
40959,F,1143482
40960,V,0
40960,M,20504
40960,MM,8621
40960,F,1141480
40961,V,0
40961,M,18201
40961,MM,10489
40961,F,1139612
40962,V,0
40962,M,15923
40962,MM,12167
40962,F,1137934
40963,V,0
40963,M,13648
40963,MM,13200
40963,F,1136901
40964,V,0
40964,M,11297
40964,MM,14154
40964,F,1135947
40965,V,0
40965,M,8913
40965,MM,15662
40965,F,1134439
40966,V,0
40966,M,6689
40966,MM,17463
40966,F,1132638
40967,V,0
40967,M,4525
40967,MM,18711
40967,F,1131390
40968,V,4525
40968,M,0
40968,MM,19952
40968,F,1130149
40969,V,4525
40969,M,0
40969,MM,21855
40969,F,1128246
40970,V,4525
40970,M,0
40970,MM,24420
40970,F,1125681
40971,V,4525
40971,M,0
40971,MM,26325
40971,F,1123776
40972,V,4525
40972,M,0
40972,MM,28946
40972,F,1121155
40973,V,4525
40973,M,0
40973,MM,30345
40973,F,1119756
40974,V,4525
40974,M,0
40974,MM,32369
40974,F,1117732
40975,V,0
40975,M,36894
40975,MM,0
40975,F,1117732
40976,V,0
40976,M,34852
40976,MM,0
40976,F,1117732
40977,V,0
40977,M,32790
40977,MM,0
40977,F,1117732
40978,V,0
40978,M,30722
40978,MM,0
40978,F,1117732
40979,V,0
40979,M,28596
40979,MM,0
40979,F,1117732
40980,V,0
40980,M,26543
40980,MM,0
40980,F,1117732
40981,V,0
40981,M,24548
40981,MM,1872
40981,F,1153896
40982,V,0
40982,M,22468
40982,MM,2805
40982,F,1152963
40983,V,0
40983,M,20446
40983,MM,5336
40983,F,1150432
40984,V,0
40984,M,18434
40984,MM,6571
40984,F,1149197
40985,V,0
40985,M,16273
40985,MM,7693
40985,F,1148075
40986,V,0
40986,M,14196
40986,MM,10823
40986,F,1144945
40987,V,0
40987,M,12088
40987,MM,12990
40987,F,1142778
40988,V,0
40988,M,10076
40988,MM,15332
40988,F,1140436
40989,V,0
40989,M,8026
40989,MM,17482
40989,F,1138286
40990,V,0
40990,M,6027
40990,MM,19582
40990,F,1136186
40991,V,0
40991,M,4073
40991,MM,20672
40991,F,1135096
40992,V,4073
40992,M,0
40992,MM,22339
40992,F,1133429
40993,V,4073
40993,M,0
40993,MM,24774
40993,F,1130994
40994,V,4073
40994,M,0
40994,MM,27791
40994,F,1127977
40995,V,4073
40995,M,0
40995,MM,29872
40995,F,1125896
40996,V,4073
40996,M,0
40996,MM,31339
40996,F,1124429
40997,V,4073
40997,M,0
40997,MM,33155
40997,F,1122613
40998,V,4073
40998,M,0
40998,MM,36180
40998,F,1119588
40999,V,0
40999,M,39380
40999,MM,873
40999,F,1119588
41000,V,0
41000,M,37136
41000,MM,873
41000,F,1119588
41001,V,0
41001,M,34989
41001,MM,873
41001,F,1119588
41002,V,0
41002,M,32796
41002,MM,873
41002,F,1119588
41003,V,0
41003,M,30497
41003,MM,873
41003,F,1119588
41004,V,0
41004,M,28259
41004,MM,873
41004,F,1119588
41005,V,0
41005,M,26003
41005,MM,2236
41005,F,1130034
41006,V,0
41006,M,23857
41006,MM,5310
41006,F,1126960
41007,V,0
41007,M,21645
41007,MM,6602
41007,F,1125668
41008,V,0
41008,M,19499
41008,MM,7736
41008,F,1124534
41009,V,0
41009,M,17332
41009,MM,11738
41009,F,1120532
41010,V,0
41010,M,15126
41010,MM,13401
41010,F,1118869
41011,V,0
41011,M,12915
41011,MM,15272
41011,F,1116998
41012,V,0
41012,M,10659
41012,MM,18118
41012,F,1114152
41013,V,0
41013,M,8437
41013,MM,20508
41013,F,1111762
41014,V,0
41014,M,6219
41014,MM,22525
41014,F,1109745
41015,V,0
41015,M,4235
41015,MM,24206
41015,F,1108064
41016,V,4235
41016,M,0
41016,MM,25835
41016,F,1106435
41017,V,4235
41017,M,0
41017,MM,27867
41017,F,1104403
41018,V,4235
41018,M,0
41018,MM,29855
41018,F,1102415
41019,V,4235
41019,M,0
41019,MM,31036
41019,F,1101234
41020,V,4235
41020,M,0
41020,MM,32875
41020,F,1099395
41021,V,4235
41021,M,0
41021,MM,33972
41021,F,1098298
41022,V,4235
41022,M,0
41022,MM,37135
41022,F,1095135
41023,V,0
41023,M,41255
41023,MM,115
41023,F,1095135
41024,V,0
41024,M,38995
41024,MM,115
41024,F,1095135
41025,V,0
41025,M,36764
41025,MM,115
41025,F,1095135
41026,V,0
41026,M,34508
41026,MM,115
41026,F,1095135
41027,V,0
41027,M,32196
41027,MM,115
41027,F,1095135
41028,V,0
41028,M,29907
41028,MM,115
41028,F,1095135
41029,V,0
41029,M,27600
41029,MM,1566
41029,F,1116243
41030,V,0
41030,M,25353
41030,MM,3568
41030,F,1114241
41031,V,0
41031,M,22991
41031,MM,5228
41031,F,1112581
41032,V,0
41032,M,20665
41032,MM,5932
41032,F,1111877
41033,V,0
41033,M,18403
41033,MM,7112
41033,F,1110697
41034,V,0
41034,M,16113
41034,MM,7840
41034,F,1109969
41035,V,0
41035,M,13831
41035,MM,9720
41035,F,1108089
41036,V,0
41036,M,11506
41036,MM,12261
41036,F,1105548
41037,V,0
41037,M,9174
41037,MM,13881
41037,F,1103928
41038,V,0
41038,M,6893
41038,MM,14887
41038,F,1102922
41039,V,0
41039,M,4685
41039,MM,17551
41039,F,1100258
41040,V,4685
41040,M,0
41040,MM,19219
41040,F,1098590
41041,V,4685
41041,M,0
41041,MM,22512
41041,F,1095297
41042,V,4685
41042,M,0
41042,MM,24684
41042,F,1093125
41043,V,4685
41043,M,0
41043,MM,26938
41043,F,1090871
41044,V,4685
41044,M,0
41044,MM,27987
41044,F,1089822
41045,V,4685
41045,M,0
41045,MM,30352
41045,F,1087457
41046,V,4685
41046,M,0
41046,MM,31678
41046,F,1086131
41047,V,0
41047,M,36363
41047,MM,0
41047,F,1086131
41048,V,0
41048,M,34329
41048,MM,0
41048,F,1086131
41049,V,0
41049,M,32239
41049,MM,0
41049,F,1086131
41050,V,0
41050,M,30197
41050,MM,0
41050,F,1086131
41051,V,0
41051,M,28163
41051,MM,0
41051,F,1086131
41052,V,0
41052,M,26076
41052,MM,0
41052,F,1086131
41053,V,0
41053,M,24103
41053,MM,1507
41053,F,1116725
41054,V,0
41054,M,22018
41054,MM,2587
41054,F,1115645
41055,V,0
41055,M,19937
41055,MM,3828
41055,F,1114404
41056,V,0
41056,M,17851
41056,MM,5887
41056,F,1112345
41057,V,0
41057,M,15796
41057,MM,7627
41057,F,1110605
41058,V,0
41058,M,13779
41058,MM,9507
41058,F,1108725
41059,V,0
41059,M,11611
41059,MM,10981
41059,F,1107251
41060,V,0
41060,M,9630
41060,MM,11584
41060,F,1106648
41061,V,0
41061,M,7545
41061,MM,13771
41061,F,1104461
41062,V,0
41062,M,5559
41062,MM,16122
41062,F,1102110
41063,V,0
41063,M,3782
41063,MM,18297
41063,F,1099935
41064,V,3782
41064,M,0
41064,MM,20356
41064,F,1097876
41065,V,3782
41065,M,0
41065,MM,20942
41065,F,1097290
41066,V,3782
41066,M,0
41066,MM,22211
41066,F,1096021
41067,V,3782
41067,M,0
41067,MM,23024
41067,F,1095208
41068,V,3782
41068,M,0
41068,MM,24242
41068,F,1093990
41069,V,3782
41069,M,0
41069,MM,27293
41069,F,1090939
41070,V,3782
41070,M,0
41070,MM,28766
41070,F,1089466
41071,V,0
41071,M,32548
41071,MM,0
41071,F,1089466
41072,V,0
41072,M,30702
41072,MM,0
41072,F,1089466
41073,V,0
41073,M,28869
41073,MM,0
41073,F,1089466
41074,V,0
41074,M,27056
41074,MM,0
41074,F,1089466
41075,V,0
41075,M,25225
41075,MM,0
41075,F,1089466
41076,V,0
41076,M,23395
41076,MM,0
41076,F,1089466
41077,V,0
41077,M,21596
41077,MM,2069
41077,F,1114561
41078,V,0
41078,M,19888
41078,MM,4290
41078,F,1112340
41079,V,0
41079,M,18094
41079,MM,5551
41079,F,1111079
41080,V,0
41080,M,16306
41080,MM,6556
41080,F,1110074
41081,V,0
41081,M,14474
41081,MM,9121
41081,F,1107509
41082,V,0
41082,M,12734
41082,MM,11328
41082,F,1105302
41083,V,0
41083,M,10950
41083,MM,13264
41083,F,1103366
41084,V,0
41084,M,9115
41084,MM,14891
41084,F,1101739
41085,V,0
41085,M,7294
41085,MM,16582
41085,F,1100048
41086,V,0
41086,M,5511
41086,MM,18264
41086,F,1098366
41087,V,0
41087,M,3923
41087,MM,19578
41087,F,1097052
41088,V,3923
41088,M,0
41088,MM,20699
41088,F,1095931
41089,V,3923
41089,M,0
41089,MM,23065
41089,F,1093565
41090,V,3923
41090,M,0
41090,MM,24253
41090,F,1092377
41091,V,3923
41091,M,0
41091,MM,26232
41091,F,1090398
41092,V,3923
41092,M,0
41092,MM,27468
41092,F,1089162
41093,V,3923
41093,M,0
41093,MM,30295
41093,F,1086335
41094,V,3923
41094,M,0
41094,MM,31755
41094,F,1084875
41095,V,0
41095,M,35678
41095,MM,0
41095,F,1084875
41096,V,0
41096,M,33643
41096,MM,0
41096,F,1084875
41097,V,0
41097,M,31552
41097,MM,0
41097,F,1084875
41098,V,0
41098,M,29583
41098,MM,0
41098,F,1084875
41099,V,0
41099,M,27551
41099,MM,0
41099,F,1084875
41100,V,0
41100,M,25563
41100,MM,0
41100,F,1084875
41101,V,0
41101,M,23616
41101,MM,1204
41101,F,1123638
41102,V,0
41102,M,21670
41102,MM,3200
41102,F,1121642
41103,V,0
41103,M,19604
41103,MM,5410
41103,F,1119432
41104,V,0
41104,M,17515
41104,MM,7909
41104,F,1116933
41105,V,0
41105,M,15503
41105,MM,10186
41105,F,1114656
41106,V,0
41106,M,13576
41106,MM,11426
41106,F,1113416
41107,V,0
41107,M,11520
41107,MM,12493
41107,F,1112349
41108,V,0
41108,M,9564
41108,MM,14487
41108,F,1110355
41109,V,0
41109,M,7507
41109,MM,15412
41109,F,1109430
41110,V,0
41110,M,5548
41110,MM,16061
41110,F,1108781
41111,V,0
41111,M,3712
41111,MM,17340
41111,F,1107502
41112,V,3712
41112,M,0
41112,MM,18611
41112,F,1106231
41113,V,3712
41113,M,0
41113,MM,20256
41113,F,1104586
41114,V,3712
41114,M,0
41114,MM,22139
41114,F,1102703
41115,V,3712
41115,M,0
41115,MM,22953
41115,F,1101889
41116,V,3712
41116,M,0
41116,MM,24964
41116,F,1099878
41117,V,3712
41117,M,0
41117,MM,27519
41117,F,1097323
41118,V,3712
41118,M,0
41118,MM,29920
41118,F,1094922
41119,V,0
41119,M,33632
41119,MM,0
41119,F,1094922
41120,V,0
41120,M,31759
41120,MM,0
41120,F,1094922
41121,V,0
41121,M,29964
41121,MM,0
41121,F,1094922
41122,V,0
41122,M,28222
41122,MM,0
41122,F,1094922
41123,V,0
41123,M,26361
41123,MM,0
41123,F,1094922
41124,V,0
41124,M,24409
41124,MM,0
41124,F,1094922
41125,V,0
41125,M,22515
41125,MM,1168
41125,F,1129764
41126,V,0
41126,M,20652
41126,MM,2538
41126,F,1128394
41127,V,0
41127,M,18833
41127,MM,3849
41127,F,1127083
41128,V,0
41128,M,16999
41128,MM,4459
41128,F,1126473
41129,V,0
41129,M,15020
41129,MM,5835
41129,F,1125097
41130,V,0
41130,M,13165
41130,MM,7518
41130,F,1123414
41131,V,0
41131,M,11265
41131,MM,10200
41131,F,1120732
41132,V,0
41132,M,9379
41132,MM,11278
41132,F,1119654
41133,V,0
41133,M,7382
41133,MM,12389
41133,F,1118543
41134,V,0
41134,M,5497
41134,MM,13144
41134,F,1117788
41135,V,0
41135,M,3801
41135,MM,14578
41135,F,1116354
41136,V,3801
41136,M,0
41136,MM,17160
41136,F,1113772
41137,V,3801
41137,M,0
41137,MM,17704
41137,F,1113228
41138,V,3801
41138,M,0
41138,MM,19667
41138,F,1111265
41139,V,3801
41139,M,0
41139,MM,21246
41139,F,1109686
41140,V,3801
41140,M,0
41140,MM,24481
41140,F,1106451
41141,V,3801
41141,M,0
41141,MM,26001
41141,F,1104931
41142,V,3801
41142,M,0
41142,MM,28100
41142,F,1102832
41143,V,0
41143,M,31901
41143,MM,0
41143,F,1102832
41144,V,0
41144,M,30052
41144,MM,0
41144,F,1102832
41145,V,0
41145,M,28306
41145,MM,0
41145,F,1102832
41146,V,0
41146,M,26511
41146,MM,0
41146,F,1102832
41147,V,0
41147,M,24765
41147,MM,0
41147,F,1102832
41148,V,0
41148,M,22968
41148,MM,0
41148,F,1102832
41149,V,0
41149,M,21221
41149,MM,1496
41149,F,1121387
41150,V,0
41150,M,19404
41150,MM,1896
41150,F,1120987
41151,V,0
41151,M,17612
41151,MM,3907
41151,F,1118976
41152,V,0
41152,M,15830
41152,MM,5210
41152,F,1117673
41153,V,0
41153,M,14085
41153,MM,7315
41153,F,1115568
41154,V,0
41154,M,12279
41154,MM,8004
41154,F,1114879
41155,V,0
41155,M,10417
41155,MM,9497
41155,F,1113386
41156,V,0
41156,M,8709
41156,MM,10889
41156,F,1111994
41157,V,0
41157,M,7025
41157,MM,12457
41157,F,1110426
41158,V,0
41158,M,5215
41158,MM,14234
41158,F,1108649
41159,V,0
41159,M,3556
41159,MM,17412
41159,F,1105471
41160,V,3556
41160,M,0
41160,MM,19326
41160,F,1103557
41161,V,3556
41161,M,0
41161,MM,22112
41161,F,1100771
41162,V,3556
41162,M,0
41162,MM,23788
41162,F,1099095
41163,V,3556
41163,M,0
41163,MM,25615
41163,F,1097268
41164,V,3556
41164,M,0
41164,MM,26514
41164,F,1096369
41165,V,3556
41165,M,0
41165,MM,29098
41165,F,1093785
41166,V,3556
41166,M,0
41166,MM,31342
41166,F,1091541
41167,V,0
41167,M,34898
41167,MM,0
41167,F,1091541
41168,V,0
41168,M,32919
41168,MM,0
41168,F,1091541
41169,V,0
41169,M,30951
41169,MM,0
41169,F,1091541
41170,V,0
41170,M,29011
41170,MM,0
41170,F,1091541
41171,V,0
41171,M,27011
41171,MM,0
41171,F,1091541
41172,V,0
41172,M,25089
41172,MM,0
41172,F,1091541
41173,V,0
41173,M,23075
41173,MM,1570
41173,F,1123769
41174,V,0
41174,M,21191
41174,MM,4397
41174,F,1120942
41175,V,0
41175,M,19305
41175,MM,6443
41175,F,1118896
41176,V,0
41176,M,17338
41176,MM,9324
41176,F,1116015
41177,V,0
41177,M,15421
41177,MM,11192
41177,F,1114147
41178,V,0
41178,M,13411
41178,MM,13627
41178,F,1111712
41179,V,0
41179,M,11453
41179,MM,15587
41179,F,1109752
41180,V,0
41180,M,9513
41180,MM,17505
41180,F,1107834
41181,V,0
41181,M,7609
41181,MM,19482
41181,F,1105857
41182,V,0
41182,M,5725
41182,MM,20951
41182,F,1104388
41183,V,0
41183,M,3906
41183,MM,22991
41183,F,1102348
41184,V,3906
41184,M,0
41184,MM,24690
41184,F,1100649
41185,V,3906
41185,M,0
41185,MM,27858
41185,F,1097481
41186,V,3906
41186,M,0
41186,MM,29625
41186,F,1095714
41187,V,3906
41187,M,0
41187,MM,31799
41187,F,1093540
41188,V,3906
41188,M,0
41188,MM,33333
41188,F,1092006
41189,V,3906
41189,M,0
41189,MM,36182
41189,F,1089157
41190,V,3906
41190,M,0
41190,MM,38984
41190,F,1086355
41191,V,0
41191,M,42890
41191,MM,0
41191,F,1086355
41192,V,0
41192,M,40451
41192,MM,0
41192,F,1086355
41193,V,0
41193,M,38031
41193,MM,0
41193,F,1086355
41194,V,0
41194,M,35639
41194,MM,0
41194,F,1086355
41195,V,0
41195,M,33149
41195,MM,0
41195,F,1086355
41196,V,0
41196,M,30743
41196,MM,0
41196,F,1086355
41197,V,0
41197,M,28371
41197,MM,2234
41197,F,1119571
41198,V,0
41198,M,26013
41198,MM,2727
41198,F,1119078
41199,V,0
41199,M,23644
41199,MM,3856
41199,F,1117949
41200,V,0
41200,M,21225
41200,MM,5341
41200,F,1116464
41201,V,0
41201,M,18858
41201,MM,6108
41201,F,1115697
41202,V,0
41202,M,16494
41202,MM,9698
41202,F,1112107
41203,V,0
41203,M,14141
41203,MM,10526
41203,F,1111279
41204,V,0
41204,M,11785
41204,MM,11993
41204,F,1109812
41205,V,0
41205,M,9441
41205,MM,12834
41205,F,1108971
41206,V,0
41206,M,7046
41206,MM,14438
41206,F,1107367
41207,V,0
41207,M,4744
41207,MM,16078
41207,F,1105727
41208,V,4744
41208,M,0
41208,MM,18948
41208,F,1102857
41209,V,4744
41209,M,0
41209,MM,21861
41209,F,1099944
41210,V,4744
41210,M,0
41210,MM,23748
41210,F,1098057
41211,V,4744
41211,M,0
41211,MM,25275
41211,F,1096530
41212,V,4744
41212,M,0
41212,MM,27409
41212,F,1094396
41213,V,4744
41213,M,0
41213,MM,28882
41213,F,1092923
41214,V,4744
41214,M,0
41214,MM,33123
41214,F,1088682
41215,V,0
41215,M,37867
41215,MM,0
41215,F,1088682
41216,V,0
41216,M,35785
41216,MM,0
41216,F,1088682
41217,V,0
41217,M,33603
41217,MM,0
41217,F,1088682
41218,V,0
41218,M,31455
41218,MM,0
41218,F,1088682
41219,V,0
41219,M,29401
41219,MM,0
41219,F,1088682
41220,V,0
41220,M,27275
41220,MM,0
41220,F,1088682
41221,V,0
41221,M,25185
41221,MM,415
41221,F,1128860
41222,V,0
41222,M,23080
41222,MM,1416
41222,F,1127859
41223,V,0
41223,M,20977
41223,MM,2895
41223,F,1126380
41224,V,0
41224,M,18878
41224,MM,5273
41224,F,1124002
41225,V,0
41225,M,16796
41225,MM,7477
41225,F,1121798
41226,V,0
41226,M,14661
41226,MM,9075
41226,F,1120200
41227,V,0
41227,M,12576
